,Data zmiany,Cena,Akcyza,Opłata paliwowa
0,2022-06-02,"7 521,00","1 413,00",15261
1,2022-06-01,"7 406,00","1 413,00",15261
2,2022-05-31,"7 211,00","1 413,00",15261
3,2022-05-28,"7 120,00","1 413,00",15261
4,2022-05-27,"7 078,00","1 413,00",15261
5,2022-05-26,"6 872,00","1 413,00",15261
6,2022-05-25,"6 711,00","1 413,00",15261
7,2022-05-24,"6 769,00","1 413,00",15261
8,2022-05-21,"6 821,00","1 413,00",15261
9,2022-05-20,"6 826,00","1 413,00",15261
10,2022-05-19,"6 869,00","1 413,00",15261
11,2022-05-18,"6 940,00","1 413,00",15261
12,2022-05-17,"6 912,00","1 413,00",15261
13,2022-05-16,"6 761,00","1 413,00",15261
14,2022-05-14,"6 691,00","1 413,00",15261
15,2022-05-13,"6 631,00","1 413,00",15261
16,2022-05-12,"6 387,00","1 413,00",15261
17,2022-05-11,"6 381,00","1 413,00",15261
18,2022-05-10,"6 474,00","1 413,00",15261
19,2022-05-07,"6 520,00","1 413,00",15261
20,2022-05-06,"6 350,00","1 413,00",15261
21,2022-05-05,"6 343,00","1 413,00",15261
22,2022-05-01,"6 236,00","1 413,00",15261
23,2022-04-30,"6 236,00","1 413,00",15261
24,2022-04-29,"6 262,00","1 413,00",15261
25,2022-04-28,"6 124,00","1 413,00",15261
26,2022-04-27,"5 940,00","1 413,00",15261
27,2022-04-26,"5 857,00","1 413,00",15261
28,2022-04-23,"5 908,00","1 413,00",15261
29,2022-04-22,"5 896,00","1 413,00",15261
30,2022-04-21,"5 866,00","1 413,00",15261
31,2022-04-20,"5 862,00","1 413,00",15261
32,2022-04-19,"5 862,00","1 413,00",15261
33,2022-04-15,"5 851,00","1 413,00",15261
34,2022-04-14,"5 874,00","1 413,00",15261
35,2022-04-13,"5 796,00","1 413,00",15261
36,2022-04-12,"5 677,00","1 413,00",15261
37,2022-04-09,"5 722,00","1 413,00",15261
38,2022-04-08,"5 743,00","1 413,00",15261
39,2022-04-07,"5 787,00","1 413,00",15261
40,2022-04-06,"5 820,00","1 413,00",15261
41,2022-04-05,"5 840,00","1 413,00",15261
42,2022-04-02,"5 882,00","1 413,00",15261
43,2022-04-01,"5 965,00","1 413,00",15261
44,2022-03-31,"6 023,00","1 413,00",15261
45,2022-03-30,"6 062,00","1 413,00",15261
46,2022-03-29,"6 117,00","1 413,00",15261
47,2022-03-26,"6 212,00","1 413,00",15261
48,2022-03-25,"6 145,00","1 413,00",15261
49,2022-03-24,"6 115,00","1 413,00",15261
50,2022-03-23,"5 944,00","1 413,00",15261
51,2022-03-22,"5 913,00","1 413,00",15261
52,2022-03-19,"5 706,00","1 413,00",15261
53,2022-03-18,"5 652,00","1 413,00",15261
54,2022-03-17,"5 652,00","1 413,00",15261
55,2022-03-16,"5 812,00","1 413,00",15261
56,2022-03-15,"6 038,00","1 413,00",15261
57,2022-03-12,"6 215,00","1 413,00",15261
58,2022-03-11,"6 305,00","1 413,00",15261
59,2022-03-10,"6 469,00","1 413,00",15261
60,2022-03-09,"6 624,00","1 413,00",15261
61,2022-03-08,"6 541,00","1 413,00",15261
62,2022-03-05,"6 074,00","1 413,00",15261
63,2022-03-04,"5 825,00","1 413,00",15261
64,2022-03-03,"5 675,00","1 413,00",15261
65,2022-03-02,"5 477,00","1 413,00",15261
66,2022-03-01,"5 284,00","1 413,00",15261
67,2022-02-26,"5 239,00","1 413,00",15261
68,2022-02-25,"5 172,00","1 413,00",15261
69,2022-02-24,"4 991,00","1 413,00",15261
70,2022-02-23,"4 970,00","1 413,00",15261
71,2022-02-22,"4 924,00","1 413,00",15261
72,2022-02-19,"4 928,00","1 413,00",15261
73,2022-02-18,"4 938,00","1 413,00",15261
74,2022-02-17,"4 947,00","1 413,00",15261
75,2022-02-16,"4 948,00","1 413,00",15261
76,2022-02-15,"5 012,00","1 413,00",15261
77,2022-02-12,"4 934,00","1 413,00",15261
78,2022-02-11,"4 848,00","1 413,00",15261
79,2022-02-10,"4 865,00","1 413,00",15261
80,2022-02-09,"4 849,00","1 413,00",15261
81,2022-02-08,"4 868,00","1 413,00",15261
82,2022-02-05,"4 832,00","1 413,00",15261
83,2022-02-04,"4 790,00","1 413,00",15261
84,2022-02-03,"4 784,00","1 413,00",15261
85,2022-02-02,"4 791,00","1 413,00",15261
86,2022-02-01,"4 808,00","1 413,00",15261
87,2022-01-29,"4 806,00","1 413,00",15261
88,2022-01-28,"4 759,00","1 413,00",15261
89,2022-01-27,"4 742,00","1 413,00",15261
90,2022-01-26,"4 656,00","1 413,00",15261
91,2022-01-25,"4 616,00","1 413,00",15261
92,2022-01-22,"4 638,00","1 413,00",15261
93,2022-01-21,"4 631,00","1 413,00",15261
94,2022-01-20,"4 584,00","1 413,00",15261
95,2022-01-19,"4 571,00","1 413,00",15261
96,2022-01-18,"4 549,00","1 413,00",15261
97,2022-01-15,"4 552,00","1 413,00",15261
98,2022-01-14,"4 523,00","1 413,00",15261
99,2022-01-13,"4 528,00","1 413,00",15261
100,2022-01-12,"4 521,00","1 413,00",15261
101,2022-01-11,"4 506,00","1 413,00",15261
102,2022-01-10,"4 502,00","1 413,00",15261
103,2022-01-08,"4 502,00","1 413,00",15261
104,2022-01-06,"4 492,00","1 413,00",15261
105,2022-01-05,"4 475,00","1 413,00",15261
106,2022-01-01,"4 480,00","1 413,00",15261
107,2021-12-31,"4 460,00","1 369,00",16514
108,2021-12-30,"4 446,00","1 369,00",16514
109,2021-12-25,"4 364,00","1 369,00",16514
110,2021-12-24,"4 371,00","1 369,00",16514
111,2021-12-23,"4 336,00","1 369,00",16514
112,2021-12-22,"4 367,00","1 369,00",16514
113,2021-12-21,"4 387,00","1 369,00",16514
114,2021-12-20,"4 419,00","1 369,00",16514
115,2021-12-18,"4 564,00","1 514,00",16514
116,2021-12-17,"4 581,00","1 514,00",16514
117,2021-12-16,"4 576,00","1 514,00",16514
118,2021-12-15,"4 588,00","1 514,00",16514
119,2021-12-14,"4 591,00","1 514,00",16514
120,2021-12-11,"4 567,00","1 514,00",16514
121,2021-12-10,"4 566,00","1 514,00",16514
122,2021-12-09,"4 537,00","1 514,00",16514
123,2021-12-08,"4 509,00","1 514,00",16514
124,2021-12-07,"4 402,00","1 514,00",16514
125,2021-12-06,"4 412,00","1 514,00",16514
126,2021-12-04,"4 412,00","1 514,00",16514
127,2021-12-03,"4 427,00","1 514,00",16514
128,2021-12-02,"4 466,00","1 514,00",16514
129,2021-12-01,"4 457,00","1 514,00",16514
130,2021-11-30,"4 523,00","1 514,00",16514
131,2021-11-27,"4 588,00","1 514,00",16514
132,2021-11-26,"4 716,00","1 514,00",16514
133,2021-11-25,"4 734,00","1 514,00",16514
134,2021-11-24,"4 727,00","1 514,00",16514
135,2021-11-23,"4 718,00","1 514,00",16514
136,2021-11-20,"4 688,00","1 514,00",16514
137,2021-11-19,"4 763,00","1 514,00",16514
138,2021-11-18,"4 840,00","1 514,00",16514
139,2021-11-17,"4 912,00","1 514,00",16514
140,2021-11-16,"4 914,00","1 514,00",16514
141,2021-11-13,"4 883,00","1 514,00",16514
142,2021-11-11,"4 878,00","1 514,00",16514
143,2021-11-10,"4 876,00","1 514,00",16514
144,2021-11-09,"4 869,00","1 514,00",16514
145,2021-11-06,"4 877,00","1 514,00",16514
146,2021-11-05,"4 890,00","1 514,00",16514
147,2021-11-04,"4 882,00","1 514,00",16514
148,2021-11-03,"4 880,00","1 514,00",16514
149,2021-11-01,"4 867,00","1 514,00",16514
150,2021-10-30,"4 867,00","1 514,00",16514
151,2021-10-29,"4 832,00","1 514,00",16514
152,2021-10-28,"4 850,00","1 514,00",16514
153,2021-10-27,"4 854,00","1 514,00",16514
154,2021-10-26,"4 826,00","1 514,00",16514
155,2021-10-25,"4 803,00","1 514,00",16514
156,2021-10-23,"4 807,00","1 514,00",16514
157,2021-10-22,"4 797,00","1 514,00",16514
158,2021-10-21,"4 811,00","1 514,00",16514
159,2021-10-20,"4 791,00","1 514,00",16514
160,2021-10-19,"4 808,00","1 514,00",16514
161,2021-10-18,"4 806,00","1 514,00",16514
162,2021-10-16,"4 817,00","1 514,00",16514
163,2021-10-15,"4 811,00","1 514,00",16514
164,2021-10-14,"4 813,00","1 514,00",16514
165,2021-10-13,"4 777,00","1 514,00",16514
166,2021-10-12,"4 783,00","1 514,00",16514
167,2021-10-09,"4 762,00","1 514,00",16514
168,2021-10-08,"4 734,00","1 514,00",16514
169,2021-10-07,"4 744,00","1 514,00",16514
170,2021-10-06,"4 709,00","1 514,00",16514
171,2021-10-05,"4 680,00","1 514,00",16514
172,2021-10-04,"4 658,00","1 514,00",16514
173,2021-10-02,"4 673,00","1 514,00",16514
174,2021-10-01,"4 656,00","1 514,00",16514
175,2021-09-30,"4 609,00","1 514,00",16514
176,2021-09-29,"4 569,00","1 514,00",16514
177,2021-09-28,"4 537,00","1 514,00",16514
178,2021-09-25,"4 502,00","1 514,00",16514
179,2021-09-24,"4 462,00","1 514,00",16514
180,2021-09-23,"4 465,00","1 514,00",16514
181,2021-09-22,"4 447,00","1 514,00",16514
182,2021-09-21,"4 467,00","1 514,00",16514
183,2021-09-18,"4 465,00","1 514,00",16514
184,2021-09-17,"4 469,00","1 514,00",16514
185,2021-09-16,"4 466,00","1 514,00",16514
186,2021-09-15,"4 462,00","1 514,00",16514
187,2021-09-14,"4 464,00","1 514,00",16514
188,2021-09-11,"4 461,00","1 514,00",16514
189,2021-09-10,"4 456,00","1 514,00",16514
190,2021-09-09,"4 472,00","1 514,00",16514
191,2021-09-08,"4 467,00","1 514,00",16514
192,2021-09-07,"4 468,00","1 514,00",16514
193,2021-09-04,"4 483,00","1 514,00",16514
194,2021-09-03,"4 487,00","1 514,00",16514
195,2021-09-02,"4 482,00","1 514,00",16514
196,2021-09-01,"4 507,00","1 514,00",16514
197,2021-08-28,"4 485,00","1 514,00",16514
198,2021-08-27,"4 455,00","1 514,00",16514
199,2021-08-26,"4 428,00","1 514,00",16514
200,2021-08-25,"4 382,00","1 514,00",16514
201,2021-08-24,"4 362,00","1 514,00",16514
202,2021-08-21,"4 356,00","1 514,00",16514
203,2021-08-20,"4 370,00","1 514,00",16514
204,2021-08-19,"4 424,00","1 514,00",16514
205,2021-08-18,"4 449,00","1 514,00",16514
206,2021-08-17,"4 468,00","1 514,00",16514
207,2021-08-14,"4 492,00","1 514,00",16514
208,2021-08-13,"4 497,00","1 514,00",16514
209,2021-08-12,"4 498,00","1 514,00",16514
210,2021-08-11,"4 499,00","1 514,00",16514
211,2021-08-10,"4 494,00","1 514,00",16514
212,2021-08-07,"4 518,00","1 514,00",16514
213,2021-08-06,"4 516,00","1 514,00",16514
214,2021-08-05,"4 504,00","1 514,00",16514
215,2021-08-04,"4 539,00","1 514,00",16514
216,2021-08-03,"4 529,00","1 514,00",16514
217,2021-07-31,"4 560,00","1 514,00",16514
218,2021-07-30,"4 557,00","1 514,00",16514
219,2021-07-29,"4 545,00","1 514,00",16514
220,2021-07-28,"4 530,00","1 514,00",16514
221,2021-07-27,"4 493,00","1 514,00",16514
222,2021-07-24,"4 461,00","1 514,00",16514
223,2021-07-23,"4 456,00","1 514,00",16514
224,2021-07-22,"4 446,00","1 514,00",16514
225,2021-07-21,"4 475,00","1 514,00",16514
226,2021-07-20,"4 509,00","1 514,00",16514
227,2021-07-17,"4 536,00","1 514,00",16514
228,2021-07-16,"4 544,00","1 514,00",16514
229,2021-07-15,"4 570,00","1 514,00",16514
230,2021-07-14,"4 541,00","1 514,00",16514
231,2021-07-13,"4 525,00","1 514,00",16514
232,2021-07-10,"4 521,00","1 514,00",16514
233,2021-07-09,"4 476,00","1 514,00",16514
234,2021-07-08,"4 477,00","1 514,00",16514
235,2021-07-07,"4 495,00","1 514,00",16514
236,2021-07-06,"4 513,00","1 514,00",16514
237,2021-07-03,"4 497,00","1 514,00",16514
238,2021-07-02,"4 463,00","1 514,00",16514
239,2021-07-01,"4 431,00","1 514,00",16514
240,2021-06-30,"4 399,00","1 514,00",16514
241,2021-06-29,"4 388,00","1 514,00",16514
242,2021-06-26,"4 389,00","1 514,00",16514
243,2021-06-25,"4 399,00","1 514,00",16514
244,2021-06-24,"4 375,00","1 514,00",16514
245,2021-06-23,"4 359,00","1 514,00",16514
246,2021-06-22,"4 327,00","1 514,00",16514
247,2021-06-21,"4 312,00","1 514,00",16514
248,2021-06-19,"4 301,00","1 514,00",16514
249,2021-06-18,"4 270,00","1 514,00",16514
250,2021-06-17,"4 249,00","1 514,00",16514
251,2021-06-16,"4 229,00","1 514,00",16514
252,2021-06-15,"4 212,00","1 514,00",16514
253,2021-06-12,"4 168,00","1 514,00",16514
254,2021-06-11,"4 160,00","1 514,00",16514
255,2021-06-10,"4 148,00","1 514,00",16514
256,2021-06-09,"4 143,00","1 514,00",16514
257,2021-06-08,"4 134,00","1 514,00",16514
258,2021-06-06,"4 125,00","1 514,00",16514
259,2021-06-05,"4 137,00","1 514,00",16514
260,2021-06-03,"4 124,00","1 514,00",16514
261,2021-06-02,"4 111,00","1 514,00",16514
262,2021-05-29,"4 104,00","1 514,00",16514
263,2021-05-28,"4 081,00","1 514,00",16514
264,2021-05-27,"4 057,00","1 514,00",16514
265,2021-05-26,"4 049,00","1 514,00",16514
266,2021-05-25,"4 047,00","1 514,00",16514
267,2021-05-22,"4 034,00","1 514,00",16514
268,2021-05-21,"4 041,00","1 514,00",16514
269,2021-05-20,"4 052,00","1 514,00",16514
270,2021-05-19,"4 099,00","1 514,00",16514
271,2021-05-18,"4 096,00","1 514,00",16514
272,2021-05-15,"4 086,00","1 514,00",16514
273,2021-05-14,"4 095,00","1 514,00",16514
274,2021-05-13,"4 124,00","1 514,00",16514
275,2021-05-12,"4 113,00","1 514,00",16514
276,2021-05-11,"4 108,00","1 514,00",16514
277,2021-05-08,"4 126,00","1 514,00",16514
278,2021-05-07,"4 138,00","1 514,00",16514
279,2021-05-06,"4 129,00","1 514,00",16514
280,2021-05-05,"4 101,00","1 514,00",16514
281,2021-05-04,"4 068,00","1 514,00",16514
282,2021-05-01,"4 072,00","1 514,00",16514
283,2021-04-30,"4 056,00","1 514,00",16514
284,2021-04-29,"4 042,00","1 514,00",16514
285,2021-04-28,"4 036,00","1 514,00",16514
286,2021-04-27,"4 033,00","1 514,00",16514
287,2021-04-24,"4 056,00","1 514,00",16514
288,2021-04-23,"4 054,00","1 514,00",16514
289,2021-04-22,"4 084,00","1 514,00",16514
290,2021-04-21,"4 097,00","1 514,00",16514
291,2021-04-20,"4 130,00","1 514,00",16514
292,2021-04-17,"4 122,00","1 514,00",16514
293,2021-04-16,"4 105,00","1 514,00",16514
294,2021-04-15,"4 080,00","1 514,00",16514
295,2021-04-14,"4 055,00","1 514,00",16514
296,2021-04-13,"4 043,00","1 514,00",16514
297,2021-04-10,"4 038,00","1 514,00",16514
298,2021-04-09,"4 056,00","1 514,00",16514
299,2021-04-08,"4 084,00","1 514,00",16514
300,2021-04-07,"4 119,00","1 514,00",16514
301,2021-04-02,"4 126,00","1 514,00",16514
302,2021-04-01,"4 131,00","1 514,00",16514
303,2021-03-31,"4 101,00","1 514,00",16514
304,2021-03-30,"4 091,00","1 514,00",16514
305,2021-03-27,"4 069,00","1 514,00",16514
306,2021-03-26,"4 047,00","1 514,00",16514
307,2021-03-25,"4 044,00","1 514,00",16514
308,2021-03-24,"4 025,00","1 514,00",16514
309,2021-03-23,"4 041,00","1 514,00",16514
310,2021-03-20,"4 038,00","1 514,00",16514
311,2021-03-19,"4 077,00","1 514,00",16514
312,2021-03-18,"4 111,00","1 514,00",16514
313,2021-03-17,"4 123,00","1 514,00",16514
314,2021-03-16,"4 124,00","1 514,00",16514
315,2021-03-13,"4 115,00","1 514,00",16514
316,2021-03-12,"4 090,00","1 514,00",16514
317,2021-03-11,"4 072,00","1 514,00",16514
318,2021-03-10,"4 072,00","1 514,00",16514
319,2021-03-09,"4 071,00","1 514,00",16514
320,2021-03-06,"4 030,00","1 514,00",16514
321,2021-03-05,"3 995,00","1 514,00",16514
322,2021-03-04,"3 975,00","1 514,00",16514
323,2021-03-03,"3 976,00","1 514,00",16514
324,2021-03-02,"3 963,00","1 514,00",16514
325,2021-02-27,"3 948,00","1 514,00",16514
326,2021-02-26,"3 929,00","1 514,00",16514
327,2021-02-25,"3 909,00","1 514,00",16514
328,2021-02-24,"3 882,00","1 514,00",16514
329,2021-02-23,"3 867,00","1 514,00",16514
330,2021-02-20,"3 858,00","1 514,00",16514
331,2021-02-19,"3 829,00","1 514,00",16514
332,2021-02-18,"3 811,00","1 514,00",16514
333,2021-02-17,"3 777,00","1 514,00",16514
334,2021-02-16,"3 761,00","1 514,00",16514
335,2021-02-13,"3 742,00","1 514,00",16514
336,2021-02-12,"3 735,00","1 514,00",16514
337,2021-02-11,"3 730,00","1 514,00",16514
338,2021-02-10,"3 733,00","1 514,00",16514
339,2021-02-09,"3 741,00","1 514,00",16514
340,2021-02-06,"3 729,00","1 514,00",16514
341,2021-02-05,"3 708,00","1 514,00",16514
342,2021-02-04,"3 678,00","1 514,00",16514
343,2021-02-03,"3 655,00","1 514,00",16514
344,2021-02-02,"3 640,00","1 514,00",16514
345,2021-01-30,"3 643,00","1 514,00",16514
346,2021-01-29,"3 637,00","1 514,00",16514
347,2021-01-28,"3 640,00","1 514,00",16514
348,2021-01-27,"3 634,00","1 514,00",16514
349,2021-01-26,"3 628,00","1 514,00",16514
350,2021-01-25,"3 632,00","1 514,00",16514
351,2021-01-23,"3 632,00","1 514,00",16514
352,2021-01-22,"3 639,00","1 514,00",16514
353,2021-01-21,"3 640,00","1 514,00",16514
354,2021-01-20,"3 637,00","1 514,00",16514
355,2021-01-19,"3 638,00","1 514,00",16514
356,2021-01-16,"3 642,00","1 514,00",16514
357,2021-01-15,"3 636,00","1 514,00",16514
358,2021-01-14,"3 635,00","1 514,00",16514
359,2021-01-13,"3 628,00","1 514,00",16514
360,2021-01-12,"3 599,00","1 514,00",16514
361,2021-01-09,"3 573,00","1 514,00",16514
362,2021-01-08,"3 547,00","1 514,00",16514
363,2021-01-06,"3 504,00","1 514,00",16514
364,2021-01-05,"3 485,00","1 514,00",16514
365,2021-01-01,"3 489,00","1 514,00",16514
366,2020-12-31,"3 465,00","1 520,00",15549
367,2020-12-30,"3 451,00","1 520,00",15549
368,2020-12-25,"3 451,00","1 520,00",15549
369,2020-12-24,"3 451,00","1 520,00",15549
370,2020-12-23,"3 438,00","1 520,00",15549
371,2020-12-22,"3 447,00","1 520,00",15549
372,2020-12-19,"3 443,00","1 520,00",15549
373,2020-12-18,"3 428,00","1 520,00",15549
374,2020-12-17,"3 421,00","1 520,00",15549
375,2020-12-16,"3 418,00","1 520,00",15549
376,2020-12-15,"3 415,00","1 520,00",15549
377,2020-12-12,"3 420,00","1 520,00",15549
378,2020-12-11,"3 416,00","1 520,00",15549
379,2020-12-10,"3 402,00","1 520,00",15549
380,2020-12-09,"3 405,00","1 520,00",15549
381,2020-12-08,"3 401,00","1 520,00",15549
382,2020-12-05,"3 396,00","1 520,00",15549
383,2020-12-04,"3 395,00","1 520,00",15549
384,2020-12-03,"3 392,00","1 520,00",15549
385,2020-12-02,"3 391,00","1 520,00",15549
386,2020-12-01,"3 400,00","1 520,00",15549
387,2020-11-28,"3 408,00","1 520,00",15549
388,2020-11-27,"3 402,00","1 520,00",15549
389,2020-11-26,"3 391,00","1 520,00",15549
390,2020-11-25,"3 364,00","1 520,00",15549
391,2020-11-24,"3 329,00","1 520,00",15549
392,2020-11-21,"3 321,00","1 520,00",15549
393,2020-11-20,"3 320,00","1 520,00",15549
394,2020-11-19,"3 324,00","1 520,00",15549
395,2020-11-18,"3 318,00","1 520,00",15549
396,2020-11-17,"3 307,00","1 520,00",15549
397,2020-11-14,"3 321,00","1 520,00",15549
398,2020-11-13,"3 332,00","1 520,00",15549
399,2020-11-11,"3 307,00","1 520,00",15549
400,2020-11-10,"3 285,00","1 520,00",15549
401,2020-11-07,"3 270,00","1 520,00",15549
402,2020-11-06,"3 270,00","1 520,00",15549
403,2020-11-05,"3 270,00","1 520,00",15549
404,2020-11-04,"3 256,00","1 520,00",15549
405,2020-11-03,"3 252,00","1 520,00",15549
406,2020-10-31,"3 243,00","1 520,00",15549
407,2020-10-30,"3 300,00","1 520,00",15549
408,2020-10-29,"3 329,00","1 520,00",15549
409,2020-10-28,"3 362,00","1 520,00",15549
410,2020-10-27,"3 359,00","1 520,00",15549
411,2020-10-24,"3 367,00","1 520,00",15549
412,2020-10-23,"3 382,00","1 520,00",15549
413,2020-10-22,"3 369,00","1 520,00",15549
414,2020-10-21,"3 424,00","1 520,00",15549
415,2020-10-20,"3 420,00","1 520,00",15549
416,2020-10-17,"3 439,00","1 520,00",15549
417,2020-10-16,"3 448,00","1 520,00",15549
418,2020-10-15,"3 456,00","1 520,00",15549
419,2020-10-14,"3 453,00","1 520,00",15549
420,2020-10-13,"3 473,00","1 520,00",15549
421,2020-10-10,"3 488,00","1 520,00",15549
422,2020-10-09,"3 499,00","1 520,00",15549
423,2020-10-08,"3 483,00","1 520,00",15549
424,2020-10-07,"3 482,00","1 520,00",15549
425,2020-10-06,"3 471,00","1 520,00",15549
426,2020-10-03,"3 462,00","1 520,00",15549
427,2020-10-02,"3 475,00","1 520,00",15549
428,2020-10-01,"3 484,00","1 520,00",15549
429,2020-09-30,"3 484,00","1 520,00",15549
430,2020-09-29,"3 486,00","1 520,00",15549
431,2020-09-26,"3 464,00","1 520,00",15549
432,2020-09-25,"3 454,00","1 520,00",15549
433,2020-09-24,"3 450,00","1 520,00",15549
434,2020-09-23,"3 468,00","1 520,00",15549
435,2020-09-22,"3 465,00","1 520,00",15549
436,2020-09-19,"3 486,00","1 520,00",15549
437,2020-09-18,"3 450,00","1 520,00",15549
438,2020-09-17,"3 397,00","1 520,00",15549
439,2020-09-16,"3 380,00","1 520,00",15549
440,2020-09-15,"3 381,00","1 520,00",15549
441,2020-09-12,"3 386,00","1 520,00",15549
442,2020-09-11,"3 400,00","1 520,00",15549
443,2020-09-10,"3 418,00","1 520,00",15549
444,2020-09-09,"3 421,00","1 520,00",15549
445,2020-09-08,"3 443,00","1 520,00",15549
446,2020-09-05,"3 444,00","1 520,00",15549
447,2020-09-04,"3 460,00","1 520,00",15549
448,2020-09-03,"3 471,00","1 520,00",15549
449,2020-09-02,"3 483,00","1 520,00",15549
450,2020-08-31,"3 486,00","1 520,00",15549
451,2020-08-29,"3 507,00","1 520,00",15549
452,2020-08-28,"3 515,00","1 520,00",15549
453,2020-08-27,"3 517,00","1 520,00",15549
454,2020-08-26,"3 511,00","1 520,00",15549
455,2020-08-25,"3 491,00","1 520,00",15549
456,2020-08-22,"3 473,00","1 520,00",15549
457,2020-08-21,"3 479,00","1 520,00",15549
458,2020-08-20,"3 476,00","1 520,00",15549
459,2020-08-19,"3 483,00","1 520,00",15549
460,2020-08-18,"3 485,00","1 520,00",15549
461,2020-08-15,"3 482,00","1 520,00",15549
462,2020-08-14,"3 483,00","1 520,00",15549
463,2020-08-13,"3 478,00","1 520,00",15549
464,2020-08-12,"3 462,00","1 520,00",15549
465,2020-08-11,"3 458,00","1 520,00",15549
466,2020-08-08,"3 445,00","1 520,00",15549
467,2020-08-07,"3 431,00","1 520,00",15549
468,2020-08-06,"3 409,00","1 520,00",15549
469,2020-08-05,"3 390,00","1 520,00",15549
470,2020-08-04,"3 388,00","1 520,00",15549
471,2020-08-01,"3 382,00","1 520,00",15549
472,2020-07-31,"3 409,00","1 520,00",15549
473,2020-07-30,"3 427,00","1 520,00",15549
474,2020-07-29,"3 436,00","1 520,00",15549
475,2020-07-28,"3 448,00","1 520,00",15549
476,2020-07-25,"3 467,00","1 520,00",15549
477,2020-07-24,"3 475,00","1 520,00",15549
478,2020-07-23,"3 489,00","1 520,00",15549
479,2020-07-22,"3 496,00","1 520,00",15549
480,2020-07-21,"3 482,00","1 520,00",15549
481,2020-07-18,"3 498,00","1 520,00",15549
482,2020-07-17,"3 511,00","1 520,00",15549
483,2020-07-16,"3 520,00","1 520,00",15549
484,2020-07-15,"3 543,00","1 520,00",15549
485,2020-07-14,"3 556,00","1 520,00",15549
486,2020-07-11,"3 566,00","1 520,00",15549
487,2020-07-10,"3 559,00","1 520,00",15549
488,2020-07-09,"3 559,00","1 520,00",15549
489,2020-07-08,"3 551,00","1 520,00",15549
490,2020-07-07,"3 536,00","1 520,00",15549
491,2020-07-06,"3 522,00","1 520,00",15549
492,2020-07-04,"3 522,00","1 520,00",15549
493,2020-07-03,"3 505,00","1 520,00",15549
494,2020-07-02,"3 487,00","1 520,00",15549
495,2020-07-01,"3 461,00","1 520,00",15549
496,2020-06-30,"3 463,00","1 520,00",15549
497,2020-06-27,"3 474,00","1 520,00",15549
498,2020-06-26,"3 507,00","1 520,00",15549
499,2020-06-25,"3 507,00","1 520,00",15549
500,2020-06-24,"3 530,00","1 520,00",15549
501,2020-06-23,"3 507,00","1 520,00",15549
502,2020-06-20,"3 496,00","1 520,00",15549
503,2020-06-19,"3 452,00","1 520,00",15549
504,2020-06-18,"3 408,00","1 520,00",15549
505,2020-06-17,"3 376,00","1 520,00",15549
506,2020-06-16,"3 362,00","1 520,00",15549
507,2020-06-15,"3 359,00","1 520,00",15549
508,2020-06-13,"3 373,00","1 520,00",15549
509,2020-06-11,"3 373,00","1 520,00",15549
510,2020-06-10,"3 365,00","1 520,00",15549
511,2020-06-09,"3 365,00","1 520,00",15549
512,2020-06-06,"3 333,00","1 520,00",15549
513,2020-06-05,"3 286,00","1 520,00",15549
514,2020-06-04,"3 233,00","1 520,00",15549
515,2020-06-03,"3 202,00","1 520,00",15549
516,2020-06-02,"3 178,00","1 520,00",15549
517,2020-05-30,"3 207,00","1 520,00",15549
518,2020-05-29,"3 211,00","1 520,00",15549
519,2020-05-28,"3 229,00","1 520,00",15549
520,2020-05-27,"3 239,00","1 520,00",15549
521,2020-05-23,"3 239,00","1 520,00",15549
522,2020-05-22,"3 252,00","1 520,00",15549
523,2020-05-21,"3 226,00","1 520,00",15549
524,2020-05-20,"3 199,00","1 520,00",15549
525,2020-05-19,"3 170,00","1 520,00",15549
526,2020-05-16,"3 061,00","1 520,00",15549
527,2020-05-15,"3 031,00","1 520,00",15549
528,2020-05-14,"3 021,00","1 520,00",15549
529,2020-05-13,"3 032,00","1 520,00",15549
530,2020-05-12,"3 005,00","1 520,00",15549
531,2020-05-08,"2 962,00","1 520,00",15549
532,2020-05-07,"2 881,00","1 520,00",15549
533,2020-05-06,"2 842,00","1 520,00",15549
534,2020-05-05,"2 788,00","1 520,00",15549
535,2020-05-02,"2 802,00","1 520,00",15549
536,2020-05-01,"2 787,00","1 520,00",15549
537,2020-04-30,"2 743,00","1 520,00",15549
538,2020-04-29,"2 705,00","1 520,00",15549
539,2020-04-28,"2 718,00","1 520,00",15549
540,2020-04-25,"2 738,00","1 520,00",15549
541,2020-04-24,"2 762,00","1 520,00",15549
542,2020-04-23,"2 729,00","1 520,00",15549
543,2020-04-22,"2 761,00","1 520,00",15549
544,2020-04-21,"2 826,00","1 520,00",15549
545,2020-04-18,"2 837,00","1 520,00",15549
546,2020-04-17,"2 832,00","1 520,00",15549
547,2020-04-16,"2 816,00","1 520,00",15549
548,2020-04-15,"2 812,00","1 520,00",15549
549,2020-04-10,"2 808,00","1 520,00",15549
550,2020-04-09,"2 817,00","1 520,00",15549
551,2020-04-08,"2 833,00","1 520,00",15549
552,2020-04-07,"2 844,00","1 520,00",15549
553,2020-04-04,"2 807,00","1 520,00",15549
554,2020-04-03,"2 788,00","1 520,00",15549
555,2020-04-02,"2 770,00","1 520,00",15549
556,2020-04-01,"2 807,00","1 520,00",15549
557,2020-03-31,"2 800,00","1 520,00",15549
